Wert_ID;Wertbezeichnung;Klassifikationssystem_ID
AAA108v001;Schlitz;pc-5.0
AAA109v001;Edelstahl;pc-5.0
AAA110v001;vierkant;pc-5.0
AAA111v001;Sechskant;pc-5.0
AAA112v001;Aluminium;pc-5.0
AAA113v001;Polyamid;pc-5.0
AAA114v001;Flügelmutter;pc-5.0
AAA115v001;Zylinderschraube;pc-5.0
AAA116v001;U-Träger;pc-5.0
AAA117v001;Innennase;pc-5.0
AAA118v001;Außennase;pc-5.0
AAA119v001;Flachkopf;pc-5.0
AAA120v001;Rundkopf;pc-5.0
AAA121v001;Stauchkopf;pc-5.0
AAA122v001;Senkkopf, geriffelt;pc-5.0
AAA123v001;Temperguss/Stahl;pc-5.0
AAA124v001;roh;pc-5.0
AAA125v001;aus Rohr;pc-5.0
AAA126v001;aus Sechskantstahl;pc-5.0
AAA127v001;geschmiedet;pc-5.0
AAA128v001;mittel;pc-5.0
AAA129v001;Flachbund;pc-5.0
AAA130v001;Kugelbund;pc-5.0
AAA131v001;Stahldraht;pc-5.0
AAA132v001;rostfreier Draht;pc-5.0
AAA133v001;Messingdraht;pc-5.0
AAA134v001;Spanplattenschraube;pc-5.0
AAA135v001;Holzschraube;pc-5.0
AAA136v001;Beton;pc-5.0
AAA137v001;Vollziegel;pc-5.0
AAA138v001;Kalksand-Vollstein;pc-5.0
AAA139v001;Porenbeton/Gasbeton;pc-5.0
AAA140v001;Kalksand-Lochstein;pc-5.0
AAA141v001;Bims-Vollstein;pc-5.0
AAA142v001;Hochlochziegel;pc-5.0
AAA143v001;Gipskarton;pc-5.0
AAA144v001;Spanplatte;pc-5.0
AAA145v001;Hohlkammerstein/Hohlblockstein;pc-5.0
AAA146v001;Lochziegel;pc-5.0
AAA147v001;Leichtbeton;pc-5.0
AAA148v001;Wetterschale;pc-5.0
AAA149v001;Gipswandbauplatten;pc-5.0
AAA150v001;Senkkopfschraube;pc-5.0
AAA151v001;Linsenflachkopfschraube;pc-5.0
AAA152v001;galvanisch verzinktes Stahlblech;pc-5.0
AAA153v001;Stockschrauben;pc-5.0
AAA154v001;Lochstein;pc-5.0
AAA155v001;Naturstein;pc-5.0
AAA156v001;Vollstein;pc-5.0
AAA157v001;Maschinenschraube;pc-5.0
AAA158v001;Gewindebolzen;pc-5.0
AAA162v001;nichtrostender Stahl;pc-5.0
AAA163v001;Mauerziegel;pc-5.0
AAA164v001;Polypropylen;pc-5.0
AAA165v001;rostfreier Stahl;pc-5.0
AAA166v001;Blechschraube;pc-5.0
AAA167v001;Hartschaumplatten;pc-5.0
AAA168v001;GFK;pc-5.0
AAA169v001;mineralische Werkstoffe;pc-5.0
AAA170v001;gelasert;pc-5.0
AAA171v001;gesintert;pc-5.0
AAA172v001;segmentiert;pc-5.0
AAA173v001;geschlossener Rand;pc-5.0
AAA174v001;Keramik;pc-5.0
AAA175v001;DIN EN 1373;pc-5.0
AAA176v001;gewölbt;pc-5.0
AAA177v001;SiC-Agglomerate;pc-5.0
AAA178v001;Korund-Agglomerat;pc-5.0
AAA179v001;Polyester;pc-5.0
AAA180v001;Folie;pc-5.0
AAA181v001;Gewirke;pc-5.0
AAA182v001;Flint;pc-5.0
AAA183v001;Flachdraht;pc-5.0
AAA184v001;Stahldraht, glatt;pc-5.0
AAA185v001;Spezial Nylon;pc-5.0
AAA186v001;Stahldraht, grob;pc-5.0
AAA187v001;Stahldraht, fein;pc-5.0
AAA188v001;rostfreier Draht, grob;pc-5.0
AAA189v001;Schleifborste, grob;pc-5.0
AAA190v001;Schleifborste, fein;pc-5.0
AAA191v001;Fibre (Fächerbürste);pc-5.0
AAA192v001;kunststoffgebunden;pc-5.0
AAA193v001;Rundbürste;pc-5.0
AAA194v001;Topfbürste;pc-5.0
AAA195v001;Pinselbürste;pc-5.0
AAA196v001;Fächerbürste;pc-5.0
AAA197v001;Stahldraht, gewellt;pc-5.0
AAA198v001;rostfreier Draht, gewellt;pc-5.0
AAA199v001;Nylon, glatt;pc-5.0
AAA200v001;Kehlnahtbürste;pc-5.0
AAA201v001;Universalbürste;pc-5.0
AAA202v001;Radiatorenbürste;pc-5.0
AAA203v001;Feilenbürste;pc-5.0
AAA204v001;Standard;pc-5.0
AAA205v001;Stahldraht, gezopft;pc-5.0
AAA206v001;rostfreier Draht, gezopft;pc-5.0
AAA207v001;Stahldraht, vermessingt;pc-5.0
AAA208v001;Messingdraht, glatt;pc-5.0
AAA209v001;Messingdraht, gewellt;pc-5.0
AAA210v001;Nylon;pc-5.0
AAA211v001;Rosshaar;pc-5.0
AAA212v001;rostfreier Draht, glatt;pc-5.0
AAA213v001;Draht gezopft;pc-5.0
AAA214v001;extra lange Form;pc-5.0
AAA215v001;gespreizte Form;pc-5.0
AAA216v001;Schleifborste;pc-5.0
AAA217v001;ohne Gewinde;pc-5.0
AAA218v001;Schaft;pc-5.0
AAA219v001;Handgriff;pc-5.0
AAA220v001;Einzelspirale;pc-5.0
AAA221v001;Doppelspirale;pc-5.0
AAA222v001;Schrubber;pc-5.0
AAA223v001;Fleischer-Blockbürste;pc-5.0
AAA224v001;Blockbürste;pc-5.0
AAA225v001;Fiber/Phosphor;pc-5.0
AAA226v001;Schleifborste, Korn 80;pc-5.0
AAA227v001;Hutschraube;pc-5.0
AAA229v001;Gipsfaserplatte;pc-5.0
AAA230v001;Tannenholz;pc-5.0
AAA231v001;Buchenholz;pc-5.0
AAA232v001;Leichtbauplatten;pc-5.0
AAA233v001;Estrich;pc-5.0
AAA235v001;Gewindebolzen und Mutter;pc-5.0
AAA236v001;Sechskantschraube;pc-5.0
AAA237v001;Gewindebolzen und Hutmutter;pc-5.0
AAA238v001;F;pc-5.0
AAA239v001;K;pc-5.0
AAA240v001;P;pc-5.0
AAA241v001;C;pc-5.0
AAA243v001;T;pc-5.0
AAA244v001;I;pc-5.0
AAA245v001;E;pc-5.0
AAA246v001;N;pc-5.0
AAA247v001;R;pc-5.0
AAA248v001;V;pc-5.0
AAA249v001;W;pc-5.0
AAA250v001;X;pc-5.0
AAA251v001;Sechskantmutter und Konusschraube;pc-5.0
AAA252v001;Sechskantmutter und Konusbolzen;pc-5.0
AAA253v001;Haken;pc-5.0
AAA254v001;Öse;pc-5.0
AAA255v001;für Schienenbefestigung;pc-5.0
AAA256v001;Gewinde M6 und M8;pc-5.0
AAA257v001;Eisen;pc-5.0
AAA259v001;metrisches Feingewinde;pc-5.0
AAA260v001;Rohrgewinde;pc-5.0
AAA261v001;zylindrisches Gewinde;pc-5.0
AAA262v001;verkupfert;pc-5.0
AAA263v001;stumpf;pc-5.0
AAA264v001;Bit-Kopf;pc-5.0
AAA265v001;Zylinderkopf;pc-5.0
AAA266v001;hydraulisch;pc-5.0
AAA267v001;manuell;pc-5.0
AAA268v001;CNC-gesteuert;pc-5.0
AAA269v001;automatisch;pc-5.0
AAA270v001;sonstige;pc-5.0
AAA279v001;10;pc-5.0
AAA280v001;20;pc-5.0
AAA284v001;P1;pc-5.0
AAA285v001;P2;pc-5.0
AAA286v001;P3;pc-5.0
AAA287v001;3;pc-5.0
AAA289v001;braun;pc-5.0
AAA291v001;weiß;pc-5.0
AAA297v001;blau;pc-5.0
AAA298v001;gelb;pc-5.0
AAA299v001;hoch;pc-5.0
AAA300v001;niedrig;pc-5.0
AAA301v001;teilbeschichtet;pc-5.0
AAA302v001;grau;pc-5.0
AAA303v001;Beutel;pc-5.0
AAA304v001;Kartusche;pc-5.0
AAA305v001;Skale (mechanisch);pc-5.0
AAA306v001;Schraubendreher;pc-5.0
AAA307v001;Bitaufnahme;pc-5.0
AAA308v001;Knarre;pc-5.0
AAA309v001;feststehender Vierkant;pc-5.0
AAA310v001;Wechselwerkzeug;pc-5.0
AAA311v001;lb-ft;pc-5.0
AAA312v001;Ncm;pc-5.0
AAA313v001;kpm;pc-5.0
AAA314v001;Nm;pc-5.0
AAA315v001;10 mm (3/8 Zoll) Sechskant;pc-5.0
AAA316v001;12,5 mm (1/2 Zoll) Vierkant;pc-5.0
AAA317v001;25 mm (1,0 Zoll) Vierkant;pc-5.0
AAA318v001;6,3 mm (1/4 Zoll) Sechskant;pc-5.0
AAA319v001;8 mm (5/16 Zoll) Sechskant;pc-5.0
AAA320v001;10 mm (3/8 Zoll) Vierkant;pc-5.0
AAA321v001;20 mm (3/4 Zoll) Vierkant;pc-5.0
AAA322v001;37,5 mm (1 1/2 Zoll) Vierkant;pc-5.0
AAA323v001;6,3 mm (1/4 Zoll Vierkant;pc-5.0
AAA324v001;Rechteck;pc-5.0
AAA325v001;Schwalbenschwanz;pc-5.0
AAA326v001;orange;pc-5.0
AAA327v001;Silber;pc-5.0
AAA328v001;Flasche;pc-5.0
AAA329v001;Dose;pc-5.0
AAA330v001;Tube;pc-5.0
AAA331v001;Set;pc-5.0
AAA332v001;Spritze;pc-5.0
AAA333v001;Small (S);pc-5.0
AAA334v001;Large (L);pc-5.0
AAA335v001;Medium (M);pc-5.0
AAA336v001;Polycarbonat;pc-5.0
AAA337v001;extra large (XL);pc-5.0
AAA338v001;extra extra large (XXL);pc-5.0
AAA339v001;wasserlöslichen;pc-5.0
AAA340v001;wasserunlöslichen;pc-5.0
AAA341v001;wechselnden;pc-5.0
AAA342v001;Kanne;pc-5.0
AAA343v001;poröse Materialien;pc-5.0
AAA344v001;große Spalten;pc-5.0
AAA345v001;Styropor;pc-5.0
AAA346v001;Gel;pc-5.0
AAA347v001;fließfähig;pc-5.0
AAA348v001;transparent;pc-5.0
AAA349v001;CR;pc-5.0
AAA350v001;EPDM;pc-5.0
AAA351v001;IBR Butyl;pc-5.0
AAA352v001;NR;pc-5.0
AAA353v001;PU Polyurethan;pc-5.0
AAA354v001;VMQ R45;pc-5.0
AAA355v001;VMQ Silikon;pc-5.0
AAA356v001;CSM Hypalan;pc-5.0
AAA357v001;FPM Viton;pc-5.0
AAA358v001;NBR;pc-5.0
AAA359v001;NR/SBR;pc-5.0
AAA360v001;VMQ R40;pc-5.0
AAA361v001;VMQ R60;pc-5.0
AAA362v001;VMQ T60;pc-5.0
AAA363v001;Eimer;pc-5.0
AAA364v001;Schlauchbeutel;pc-5.0
AAA365v001;Spraydose;pc-5.0
AAA372v001;erhöhte mechanische Festigkeit;pc-5.0
AAA373v001;Flüssigkeiten;pc-5.0
AAA374v001;ohne mechanische Grundfestigkeit;pc-5.0
AAA380v001;Stoss mit geringer Energie;pc-5.0
AAA382v001;Regenrinne;pc-5.0
AAA383v001;Slot;pc-5.0
AAA384v001;oval;pc-5.0
AAA385v001;violett;pc-5.0
AAA386v001;grün-gelb;pc-5.0
AAA387v001;S1;pc-5.0
AAA388v001;S2;pc-5.0
AAA389v001;S3;pc-5.0
AAA391v001;S5;pc-5.0
AAA392v001;12;pc-5.0
AAA393v001;A;pc-5.0
AAA394v001;B;pc-5.0
AAA395v001;D;pc-5.0
AAA396v001;Elastomere;pc-5.0
AAA397v001;Karton;pc-5.0
AAA398v001;universal;pc-5.0
AAA400v001;Gehörschutz;pc-5.0
AAA401v001;Gesichtsschutz;pc-5.0
AAA403v001;NiCd;pc-5.0
AAA405v001;amerikanische Form;pc-5.0
AAA406v001;Stahl 14 H;pc-5.0
AAA407v001;Temperguss/Stahl blank;pc-5.0
AAA408v001;Temperguss/Stahl blank galvanisch verzinkt;pc-5.0
AAA409v001;Stahl gepresst galvanisch verzinkt;pc-5.0
AAA410v001;niedrige Form;pc-5.0
AAA411v001;Kupfer;pc-5.0
AAA412v001;Senkholzschraube;pc-5.0
AAA413v001;Stahl 45 H;pc-5.0
AAA414v001;einseitig;pc-5.0
AAA415v001;beige;pc-5.0
AAA416v001;elektrisch;pc-5.0
AAA421v001;Ständer;pc-5.0
AAA422v001;Tisch;pc-5.0
AAA423v001;portabel;pc-5.0
AAA424v001;stationär;pc-5.0
AAA425v001;DIN 8606;pc-5.0
AAA426v001;DIN 8605/8606;pc-5.0
AAA427v001;zyklengesteuert;pc-5.0
AAA428v001;DIN 8515;pc-5.0
AAA429v001;DIN 8516;pc-5.0
AAA430v001;rechts;pc-5.0
AAA431v001;links;pc-5.0
AAA432v001;anzeigend, mechanisch;pc-5.0
AAA433v001;anzeigend, elektronisch;pc-5.0
AAA434v001;auslösend, mechanisch, fest eingestellt;pc-5.0
AAA435v001;auslösend, mechanisch, einstellbar;pc-5.0
AAA436v001;einarmiger Hebel;pc-5.0
AAA437v001;doppelarmiger Hebel;pc-5.0
AAA438v001;Messuhr;pc-5.0
AAA439v001;elektronisch (Display);pc-5.0
AAA440v001;Vogelzunge;pc-5.0
AAA441v001;Messer;pc-5.0
AAA442v001;dreikant;pc-5.0
AAA443v001;Barett;pc-5.0
AAA444v001;Schwert;pc-5.0
AAA445v001;halbrund;pc-5.0
AAA446v001;flachspitz;pc-5.0
AAA447v001;flachstumpf;pc-5.0
AAA448v001;konisch;pc-5.0
AAA449v001;Edelstahl-Guss, Gusseisen;pc-5.0
AAA450v001;NE-Metalle;pc-5.0
AAA454v001;TiCN-Schicht;pc-5.0
AAA455v001;M42;pc-5.0
AAA456v001;PM HSS-E;pc-5.0
AAA457v001;HSCO;pc-5.0
AAA458v001;Cermet;pc-5.0
AAA459v001;VHM;pc-5.0
AAA460v001;PKD;pc-5.0
AAA461v001;WF;pc-5.0
AAA463v001;WR;pc-5.0
AAA467v001;KUD;pc-5.0
AAA468v001;WRC;pc-5.0
AAA469v001;SPG;pc-5.0
AAA470v001;SKM;pc-5.0
AAA471v001;KSJ;pc-5.0
AAA472v001;KSK;pc-5.0
AAA473v001;RBF;pc-5.0
AAA474v001;KEL;pc-5.0
AAA475v001;TRE;pc-5.0
AAA476v001;WKN;pc-5.0
AAA477v001;SCHX;pc-5.0
AAA478v001;VBMX;pc-5.0
AAA479v001;TiN-Schicht;pc-5.0
AAA480v001;HSS-E;pc-5.0
AAA481v001;WN;pc-5.0
AAA483v001;Holzgriff;pc-5.0
AAA484v001;Knebelgriff;pc-5.0
AAA485v001;sechsfach;pc-5.0
AAA486v001;einfach;pc-5.0
AAA487v001;Hohlprofilschiene;pc-5.0
AAA488v001;Vollprofilschiene;pc-5.0
AAA489v001;15x5;pc-5.0
AAA490v001;20x5;pc-5.0
AAA491v001;25x6;pc-5.0
AAA492v001;30x8;pc-5.0
AAA493v001;40x10;pc-5.0
AAA494v001;27x7;pc-5.0
AAA495v001;29x9;pc-5.0
AAA496v001;32x10;pc-5.0
AAA497v001;35x9;pc-5.0
AAA498v001;35x11;pc-5.0
AAA499v001;zweifach;pc-5.0
AAA500v001;Profilstahl;pc-5.0
AAA501v001;11,5x5,6;pc-5.0
AAA502v001;13,5x6,5;pc-5.0
AAA503v001;16x7,5;pc-5.0
AAA504v001;19,5x9,5;pc-5.0
AAA505v001;22x10,5;pc-5.0
AAA506v001;25x12;pc-5.0
AAA507v001;27x13;pc-5.0
AAA508v001;pulverbeschichtet;pc-5.0
AAA509v001;T-Profil;pc-5.0
AAA511v001;30x15;pc-5.0
AAA512v001;40x20;pc-5.0
AAA513v001;50x25;pc-5.0
AAA514v001;SW 19;pc-5.0
AAA515v001;SW 36;pc-5.0
AAA518v001;gedreht;pc-5.0
AAA519v001;40x11;pc-5.0
AAA529v001;Temperguss kunststoffbeschichtet;pc-5.0
AAA530v001;Kanten und Stirnseiten spannen;pc-5.0
AAA531v001;Verleimen von Vollholzkanten;pc-5.0
AAA533v001;Spannen auf dem Maschinentisch;pc-5.0
AAA534v001;mit Aluminium-Druckschuh;pc-5.0
AAA535v001;geschlossen;pc-5.0
AAA536v001;BAS;pc-5.0
AAA537v001;BSP;pc-5.0
AAA538v001;13;pc-5.0
AAA539v001;16,5;pc-5.0
AAA540v001;10,5;pc-5.0
AAA543v001;TGK;pc-5.0
AAA544v001;Spannen von Rahmen und Rundungen;pc-5.0
AAA545v001;Spannen und Spreizen;pc-5.0
AAA547v001;Verlegen von Parkett, Laminaten und Platten;pc-5.0
AAA549v001;I-Profil;pc-5.0
AAA550v001;Kurbel;pc-5.0
AAA552v001;Rändelschraube;pc-5.0
AAA555v001;Flügelschraube;pc-5.0
AAA556v001;Gussoberteil;pc-5.0
AAA557v001;Schienenende;pc-5.0
AAA558v001;Temperguss;pc-5.0
AAA559v001;DIN links;pc-5.0
AAA560v001;DIN rechts;pc-5.0
AAA561v001;Kunststoffbeschichtet;pc-5.0
AAA562v001;lackiert;pc-5.0
AAA563v001;Bronze;pc-5.0
AAA564v001;geschliffen;pc-5.0
AAA565v001;Lager;pc-5.0
AAA566v001;Neusilber;pc-5.0
AAA567v001;stahlgrau;pc-5.0
AAA568v001;Natur;pc-5.0
AAA569v001;dunkelbronze;pc-5.0
AAA570v001;festdrehend;pc-5.0
AAA571v001;gelocht für Buntbartschlüssel;pc-5.0
AAA572v001;gelocht für Profilzylinder;pc-5.0
AAA573v001;gelocht für Rundzylinder;pc-5.0
AAA574v001;Riegelolive, Schauscheibe, Dornrosette;pc-5.0
AAA575v001;Riegelolive, Schauscheibe, Schlitzkopf;pc-5.0
AAA576v001;Riegelolive, Dornrosette;pc-5.0
AAA577v001;Riegelolive, Schlitzkopf;pc-5.0
AAA578v001;Langschild;pc-5.0
AAA579v001;Kurzschild;pc-5.0
AAA580v001;Breitschild;pc-5.0
AAA581v001;sichtbar verschraubt;pc-5.0
AAA582v001;verdeckt verschraubt;pc-5.0
AAA583v001;durchgehend einseitig verdeckt verschraubt;pc-5.0
AAA584v001;durchgehend verdeckt verschraubt;pc-5.0
AAA585v001;durchgehend sichtbar verschraubt;pc-5.0
AAA589v001;feuerschutztauglich;pc-5.0
AAA590v001;massiv;pc-5.0
AAA592v001;Leichtmetall;pc-5.0
AAA593v001;Stahl, galvanisch verzinkt;pc-5.0
AAA594v001;4;pc-5.0
AAA595v001;7;pc-5.0
AAA596v001;Titan;pc-5.0
AAA597v001;fest;pc-5.0
AAA598v001;flüssig;pc-5.0
AAA600v001;stoffgemustert;pc-5.0
AAA606v001;Getriebe;pc-5.0
AAA607v001;Riementrieb;pc-5.0
AAA609v001;Chemie;pc-5.0
AAA610v001;Reinigung;pc-5.0
AAA611v001;Lebensmittelverarbeitung;pc-5.0
AAA612v001;Labor;pc-5.0
AAA613v001;Entsorgung;pc-5.0
AAA614v001;Druckerarbeiten;pc-5.0
AAA615v001;Petrochemie;pc-5.0
AAA616v001;Lackierarbeiten;pc-5.0
AAA617v001;Galvanotechnik;pc-5.0
AAA618v001;EN 374;pc-5.0
AAA619v001;EN 420;pc-5.0
AAA620v001;EN 388;pc-5.0
AAA621v001;Creme;pc-5.0
AAA622v001;Velourisierung;pc-5.0
AAA623v001;Trikot;pc-5.0
AAA624v001;Polyurethan;pc-5.0
AAA625v001;Vollbeschichtet;pc-5.0
AAA626v001;unbeschichtet;pc-5.0
AAA627v001;benoppt;pc-5.0
AAA628v001;beidseitig benoppt;pc-5.0
AAA629v001;benoppt und Fingerkuppenversiegelung;pc-5.0
AAA630v001;Curry;pc-5.0
AAA631v001;EN 407;pc-5.0
AAA632v001;Kälte;pc-5.0
AAA633v001;Hitze;pc-5.0
AAA634v001;Schweißer;pc-5.0
AAA635v001;Stich;pc-5.0
AAA636v001;Vibration;pc-5.0
AAA637v001;Ketten;pc-5.0
AAA638v001;Schnitt;pc-5.0
AAA639v001;stark;pc-5.0
AAA640v001;schwache Strahlung;pc-5.0
AAA641v001;mittlere Strahlung;pc-5.0
AAA642v001;starke Strahlung;pc-5.0
AAA643v001;< 100 °C;pc-5.0
AAA644v001;< 250 °C;pc-5.0
AAA645v001;< 350 °C;pc-5.0
AAA646v001;< 500 °C;pc-5.0
AAA647v001;< 700 °C;pc-5.0
AAA648v001;> 700 °C;pc-5.0
AAA649v001;< -20 °C;pc-5.0
AAA650v001;< -50 °C;pc-5.0
AAA651v001;> -50 °C;pc-5.0
AAA652v001;Haushalt;pc-5.0
AAA653v001;Reinigungsarbeiten mit schwachaggressiven Mitteln;pc-5.0
AAA654v001;Produktschutz im Lebensmittelbereich;pc-5.0
AAA655v001;Kontamination;pc-5.0
AAA657v001;EN 421;pc-5.0
AAA658v001;00;pc-5.0
AAA659v001;0;pc-5.0
AAA660v001;1;pc-5.0
AAA661v001;2;pc-5.0
AAA663v001;H;pc-5.0
AAA664v001;Z;pc-5.0
AAA665v001;M;pc-5.0
AAA666v001;Profil;pc-5.0
AAA667v001;EN 60903;pc-5.0
AAA668v001;Medizin;pc-5.0
AAA669v001;Produktschutz;pc-5.0
AAA674v001;Lebensmittelbereich;pc-5.0
AAA675v001;medizinische Untersuchung;pc-5.0
AAA676v001;EN 455;pc-5.0
AAA678v001;Moosgummi;pc-5.0
AAA679v001;unvelourisiert;pc-5.0
AAA680v001;EN 511;pc-5.0
AAA681v001;EN 1149/2;pc-5.0
AAA682v001;DIN 6901;pc-5.0
AAA683v001;mit Kreuzschlitz nach DIN 7981;pc-5.0
AAA684v001;mit Längsschlitz nach DIN 7971;pc-5.0
AAA685v001;mit Scheibe nach DIN 6903;pc-5.0
AAA686v001;mit Sechskant nach DIN 7976;pc-5.0
AAA687v001;mit Spitze;pc-5.0
AAA688v001;mit Zapfen;pc-5.0
AAA689v001;Alu-Legierung = Hohlniet/Stahl verzinkt = Nietdorn;pc-5.0
AAA690v001;Alu-Legierung = Hohlniet/Stahl phosphatiert = Nietdorn;pc-5.0
AAA691v001;Edelstahl A2 = Nietdorn und Hohlniet;pc-5.0
AAA692v001;Kupfer = Hohlniet / Stahl verzinkt = Nietdorn;pc-5.0
AAA693v001;DIN 976;pc-5.0
AAA694v001;Form B;pc-5.0
AAA695v001;mit Kegelkuppe;pc-5.0
AAA696v001;DIN 913;pc-5.0
AAA697v001;DIN 914;pc-5.0
AAA698v001;DIN 915;pc-5.0
AAA699v001;DIN 916;pc-5.0
AAA700v001;ISO 4026;pc-5.0
AAA701v001;ISO 4027;pc-5.0
AAA702v001;ISO 4028;pc-5.0
AAA703v001;ISO 4029;pc-5.0
AAA704v001;mit Ringschneide;pc-5.0
AAA705v001;DIN 417;pc-5.0
AAA706v001;DIN 438;pc-5.0
AAA707v001;DIN 551;pc-5.0
AAA708v001;DIN 553;pc-5.0
AAA709v001;ISO 4766;pc-5.0
AAA710v001;ISO 7434;pc-5.0
AAA711v001;ISO 7435;pc-5.0
AAA712v001;ISO 7436;pc-5.0
AAA713v001;mit Schlitz und Kegelkuppe;pc-5.0
AAA714v001;mit Schlitz und Ringschneide;pc-5.0
AAA715v001;mit Schlitz und Spitze;pc-5.0
AAA716v001;mit Schlitz und Zapfen;pc-5.0
AAA717v001;Stahl Festigkeitsklasse 5.6;pc-5.0
AAA718v001;vierreihig;pc-5.0
AAA719v001;DIN 1052;pc-5.0
AAA720v001;Typ D - zweiseitig verzahnt;pc-5.0
AAA721v001;Typ E - einseitig verzahnt;pc-5.0
AAA722v001;zweiseitig;pc-5.0
AAA723v001;Typ B = für Beton;pc-5.0
AAA724v001;Typ H = für Holz;pc-5.0
AAA725v001;mit Schlitz;pc-5.0
AAA726v001;Stahl Festigkeitsklasse 8.8;pc-5.0
AAA727v001;mit metrischem Feingewinde;pc-5.0
AAA728v001;DIN 1804;pc-5.0
AAA729v001;Stahl 6 AU;pc-5.0
AAA730v001;DIN 935;pc-5.0
AAA731v001;DIN 937;pc-5.0
AAA732v001;mit Regelgewinde;pc-5.0
AAA733v001;DIN 466;pc-5.0
AAA734v001;DIN 467;pc-5.0
AAA735v001;flache Form;pc-5.0
AAA736v001;hohe Form;pc-5.0
AAA737v001;DIN 582;pc-5.0
AAA738v001;Stahl Werkstoff C 15;pc-5.0
AAA739v001;DIN 431;pc-5.0
AAA741v001;DIN 1587;pc-5.0
AAA742v001;DIN 917;pc-5.0
AAA743v001;DIN 986;pc-5.0
AAA744v001;mit großen Schlüsselweiten für HV-Verbindung;pc-5.0
AAA746v001;DIN 6331;pc-5.0
AAA747v001;DIN 6915;pc-5.0
AAA748v001;DIN 936;pc-5.0
AAA749v001;DIN 982;pc-5.0
AAA750v001;ISO 4032;pc-5.0
AAA751v001;ISO 4035;pc-5.0
AAA752v001;ISO 7414;pc-5.0
AAA753v001;ISO 8674;pc-5.0
AAA754v001;DIN 6330;pc-5.0
AAA755v001;DIN 6334;pc-5.0
AAA757v001;DIN 980;pc-5.0
AAA758v001;DIN 985;pc-5.0
AAA759v001;ISO 4033;pc-5.0
AAA760v001;ISO 7042;pc-5.0
AAA761v001;ISO 8673;pc-5.0
AAA762v001;Stahl Festigkeitsklasse 10.9;pc-5.0
AAA763v001;Stahl 17 H;pc-5.0
AAA764v001;Verbus Ripp;pc-5.0
